company_name,scraped_data
"Equity LifeStyle Properties, Inc.","Equity Lifestyle Properties Mission, Vision & Values Equity Lifestyle Properties Mission Statement Throughout its hundreds of properties across North America, ELS works to create a comfortable and welcoming environment for everyone—residents, guests, and employees too. With a culture of recognition and reputation for excellence, ELS teammates are empowered to take ownership in their job and make a difference. ELS is a place where talent is recognized and internal growth is promoted, making it an ideal organization in which to develop a long and successful career. Start your journey with ELS!Equity Lifestyle Properties Values Enthusiasm Empathy Communication Ownership Equity Lifestyle Properties Mission, Vision & Values"
State of West Virginia,null
bareMinerals,null
Noble,"Noble Energy Mission, Vision & Values Noble Energy Mission Statement The approach of common purpose with tailored actions allows us to plan, respond, and deliver in ways that address the local needs of people, communities and landscapes.Noble Energy Vision Statement Our vision of creating sustainable, mutually beneficial value permeates everything we do, everywhere we work Noble Energy Values Safety Responsibility Innovation Noble Energy Mission, Vision & Values"
The HON Company,"The HON Company Mission, Vision & Values The HON Company Mission & Values We work diligently to build a culture that encourages excellence, involvement, ongoing education, diversity and responsibility. We consistently challenge ourselves to do more. At HON making every day count is not a goal or a mission statement, but an everyday action that guides every decision we make.The HON Company Mission, Vision & Values"
Oak Ridge National Laboratory,"Oak Ridge National Laboratory Mission, Vision & Values Oak Ridge National Laboratory Mission & ValuesORNL supports DOE’s national missions of: Scientific discovery—We assemble teams of experts from diverse backgrounds, equip them with powerful instruments and research facilities, and address compelling national problems; Clean energy—We deliver energy technology solutions for energy-efficient buildings, transportation, and manufacturing, and we study biological, environmental, and climate systems in order to develop new biofuels and bioproducts and to explore the impacts of climate change; Security—We develop and deploy “first-of-a-kind” science-based security technologies to make the world a safer place.Oak Ridge National Laboratory Mission, Vision & Values"
Universal Life Church,null
ConnectWise,"Connect Wise Mission, Vision & Values Connect Wise Mission Statement Connect Wise is a software company that connects technology teams to the solutions, services, and people that allow them to thrive.Connect Wise Vision Statement We believe that technology is creating a better future. We connect teams with the platform and solutions that deliver technology as a service to the world.Connect Wise Values Obsess with Partner Success Breathe Innovation Your Voice; Your Company Deliver on What You Say Love What You Do Play as a Team Connect Wise Mission, Vision & Values"
Adtalem Global Education,null
The Art Institutes,null
The E.W. Scripps Company,null
The Honor Foundation,null
Forum Energy Technologies,null
U.S. Department of Energy (DOE),"U.S. Department of Defense Mission, Vision & ValuesU.S. Department of Defense Mission & Values The mission of the Department of Defense is to provide a lethal Joint Force to defend the security of our country and sustain American influence abroad.U.S. Department of Defense Mission, Vision & Values"
Arkansas State University,null
PAE,"PAE Mission, Vision & ValuesPAE Mission Statement To be the preferred provider of integrated engineering process services, facilities and equipment to the Global Upstream and Downstream Oil & Gas, Petrochemical and Associated Industry.PAE Vision Statement To become a Leading Provider of Oil & Gas Services for Upstream and Downstream sectors in Thailand and regional marketsPAE Values Prosperity Compliance Accountability EffeciencyPAE Mission, Vision & Values"
Rhode Island Hospital,"Rhode Island Hospital Mission, Vision & Values Rhode Island Hospital Mission & Values Delivering health with care.Rhode Island Hospital Vision Statement Rhode Island Hospital has expanded beyond Ives’ early vision to become the principal provider of specialty care in the state and a major teaching and research center.Rhode Island Hospital Mission, Vision & Values"
IEEE,"IEEE Mission, Vision & ValuesIEEE Mission & ValuesIEEE's core purpose is to foster technological innovation and excellence for the benefit of humanity.IEEE Vision StatementIEEE will be essential to the global technical community and to technical professionals everywhere, and be universally recognized for the contributions of technology and of technical professionals in improving global conditions.IEEE Mission, Vision & Values"
